trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
171,False,"{'a': 0.05, 'e': 0.1808657926171221}",20,4,27.462535027261936,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.05, 'e': 0.17906614791149325}",20,0,15.201367149159077,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
173,False,"{'a': 0.05, 'e': 0.17728440996987782}",25,8,25.82097548536551,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.05, 'e': 0.1755204006169969}",20,0,21.140149024394148,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
175,False,"{'a': 0.05, 'e': 0.17377394345044514}",35,0,-43.56115413346562,"{0: 31, 1: 0, 2: 2, 3: 1, 4: 1}",0
176,False,"{'a': 0.05, 'e': 0.17204486382305054}",20,6,-22.68935537194966,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
177,False,"{'a': 0.05, 'e': 0.17033298882540945}",25,0,33.57828278157852,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
178,False,"{'a': 0.05, 'e': 0.16863814726859552}",35,8,29.266928298000447,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.05, 'e': 0.16696016966704072}",25,10,13.817949090814775,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.05, 'e': 0.16529888822158656}",20,10,18.900704065789107,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.05, 'e': 0.16365413680270408}",25,2,17.54092926848012,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.05, 'e': 0.16202575093388077}",20,0,25.958750845423737,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
